endpoint,rate_id,checkpoint_profile,base_lambda,model_id,num_h5,total_points,total_bits,bpp,y_mse,y_psnr,u_mse,u_psnr,v_mse,v_psnr,yuv_psnr_611
Full,Canonical_Full,32k8k,32768,RWT65,32,1890004,3093144,1.6365806633213476,3.757055492258217e-05,44.2515239029633,2.7403508347601394e-05,45.62193832856024,1.7936650494125937e-05,47.462586542536386,44.82420853610955
Full,Canonical_Full,32k8k,32768,RWT115,32,2206378,1818144,0.8240401236778104,2.7651488156675788e-05,45.582814907303195,2.293978138734614e-05,46.39410725175886,1.7783517264149664e-05,47.49982339128312,45.92385251085764
Full,Canonical_Full,32k8k,32768,RWT144,64,4126571,8011880,1.941534508917937,3.686378071447213e-05,44.33400126001591,5.516803272184096e-05,42.58312502598035,4.9494639806948684e-05,43.05441831941455,43.955193863186295
Full,Canonical_Full,32k8k,32768,RWT158,32,2881477,4657496,1.6163571668279844,3.873749317766548e-05,44.11868487239333,2.6940285570421005e-05,45.69597805012413,1.4745468394344288e-05,48.31341427395114,44.84018769480441
Full,Canonical_Full,32k8k,32768,RWT166,16,951094,1929816,2.029048653445401,3.823966674345543e-05,44.17485901231424,0.00011673825364843012,39.32786807826639,9.274197666234883e-05,40.32723651976959,43.088032333990185
Full,Canonical_Full,32k8k,32768,RWT182,32,2854013,2745632,0.9620250503413965,3.0287150554499924e-05,45.18741583605668,1.594655927305517e-05,47.97333008526719,1.6337826756192075e-05,47.86805713444021,45.870735279505936
Full,Canonical_Full,32k8k,32768,RWT226,32,1792507,3555576,1.9835771910514157,3.36593181141831e-05,44.728946864067545,1.0272456432231506e-05,49.883256920015086,8.341346878260448e-06,50.78763818119042,46.13057203570134
Full,Canonical_Full,32k8k,32768,RWT285,32,2860405,6070128,2.122121867357944,3.983550016001229e-05,43.99729725621051,1.844654879445393e-05,47.340848750185486,9.428476654896771e-06,50.255584699153516,45.19752712332526
Full,Canonical_Full,32k8k,32768,RWT287,32,2104286,5486560,2.607326190451298,3.814580443955812e-05,44.18553222032804,6.357504843082169e-05,41.96713300311033,5.943449359412171e-05,42.25961433306403,43.667492582267826
Full,Canonical_Full,32k8k,32768,RWT296,32,2896904,2058696,0.7106538566690508,3.272367469781533e-05,44.8513793325943,1.9502767928243395e-05,47.09903747065446,1.078282758038927e-05,49.67267339192268,45.73499835726787
Full,Canonical_Full,32k8k,32768,RWT323,32,1833437,3819688,2.083348377937175,3.9418604344463424e-05,44.04298756419546,3.3817504580577345e-05,44.708584424765846,3.10395210667724e-05,45.08084988433908,44.255919961784706
Full,Canonical_Full,32k8k,32768,RWT339,16,1598356,4374576,2.736922187547705,3.961582461529222e-05,44.02131299673181,4.053500762395862e-05,43.92169740963151,2.7784019300769045e-05,45.56204928005148,44.20145308375923
Full,Canonical_Full,32k8k,32768,RWT380,16,1376586,5367840,3.899385872005091,4.2590247184919794e-05,43.70689839364261,4.2822817030247295e-05,43.68324766736805,3.46104601566484e-05,44.60792626589584,43.81657053688995
Full,Canonical_Full,32k8k,32768,RWT391,16,1175911,3788304,3.2215907496400664,3.0682232273615945e-05,45.13113046651148,2.3832847352053007e-05,46.228240686307586,1.459041505105403e-05,48.359323536296046,45.671793377709065
Full,Canonical_Full,32k8k,32768,RWT405,8,483584,1062440,2.1970123080995236,3.592427500000001e-05,44.44611987749799,1.9803275e-05,47.032629816166036,1.67222875e-05,47.767043141771694,45.18454902786571
Full,Canonical_Full,32k8k,32768,RWT438,64,4357239,7377240,1.6930996899642181,2.5985811422806976e-05,45.85263717519374,3.2649160106250766e-05,44.86127986392348,2.4319189416463036e-05,46.14050904638774,45.76470149518421
Full,Canonical_Full,32k8k,32768,RWT449,32,3114413,10278720,3.300371530686521,3.769563349658507e-05,44.23708953724355,3.032132134999437e-06,55.182518768359195,1.2966572943257683e-06,58.8717479249728,47.43460048959916
Full,Canonical_Full,32k8k,32768,RWT453,32,2002771,2753640,1.3749150551910327,3.31068298907364e-05,44.800824026630096,1.638411755285552e-05,47.8557694471468,9.41216071777003e-06,50.2631066561791,45.86547753288831
Full,Canonical_Full,32k8k,32768,RWT463,16,1551288,5038352,3.247850818158846,4.0818894698469914e-05,43.891387593665044,5.198656284571272e-05,42.841088955205734,5.7133984034621545e-05,42.43105490906644,43.577558678282806
Full,Canonical_Full,32k8k,32768,RWT499,16,1596325,2375360,1.4880177908633894,2.5944064627002644e-05,45.85961982500529,1.5410831854979407e-05,48.12173918044935,9.502987143839759e-06,50.2213985827221,46.6876070891504
Full,Canonical_Full,32k8k,32768,RWT529,8,663415,1136968,1.7138111137071064,3.537038268263455e-05,44.51360241399344,3.617488767212077e-05,44.415928087494606,2.6834595414785616e-05,45.713049481858015,44.651324006664154
Full,Canonical_Full,32k8k,32768,RWT535,64,3331913,12891288,3.8690349958117154,4.153796457143389e-05,43.81554788423267,4.126353307550348e-05,43.84433589511091,2.5291792337765117e-05,45.970203926872614,44.08847839092245
Full,Canonical_Full,32k8k,32768,RWT541,16,1350922,2202208,1.6301518518463687,3.8736652117886895e-05,44.11877916646252,2.1620352692753546e-05,46.65137225680242,2.0563629599340307e-05,46.86900227427614,44.77913119123171
