RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P19.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P35.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P48.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT471/tarte-03_P7.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P12.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P40.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P48.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P17.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P50.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT428/v2_P3.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P24.h5	h5
RWTT_Train	train_low	/data/run01/scz0ade/Tanzeyu/data/scalable_attribute_thesis/datasets/RWTT/processed/train_h5/h5/100000/RWT496/musee-histoire-paris-mascaron-edit_P5.h5	h5
