dataset,original_model,num_blocks,point_count,mean_Y,var_Y,mean_U,var_U,mean_V,var_V,Y_variance_share,UV_variance_share,tv6_mean_degree,tv6_D111,retention_level1,r5_E_D111,retention_level2,r4_E_D111,retention_level3,r3_E_D111,retention_level4,r2_E_D111,retention_level5,r1_E_D111,r1_energy_share,r2_energy_share,r3_energy_share,r4_energy_share,r5_energy_share,r45_energy_share,r5_over_r4
RWTT_Train,RWT1,32,1925402,0.34336875772989306,0.012112933065524426,0.46546457218381004,0.00030516864680826816,0.5256847934256652,0.00014203301152315717,0.964395154338429,0.035604845661570926,3.5603484363265436,0.0002428249406995406,0.2785610485498613,0.00011577015010230322,0.26237922817903503,0.0001639650129943679,0.25958429561200924,0.00025029517333922496,0.2606350944429236,0.00038155310007891675,0.26467808003360993,0.0004830420159022221,0.34635967317609084,0.2735882235747558,0.17947125008039733,0.11756921022070764,0.08301164294804829,0.20058085316875593,0.7060661783150035
RWTT_Train,RWT10,4,237850,0.5083430571088268,0.03151797406381629,0.4921496392931819,0.0012567806111273283,0.5112958341845069,0.0007141353380114013,0.9411471700502378,0.058852829949762146,4.022224090813538,0.0030453864249349017,0.2509648938406559,0.001354866064790925,0.25135696575755545,0.0014006692591469751,0.24913356438283124,0.001689162249294082,0.2613697164258962,0.0020783064957701452,0.2835209825997953,0.0022235233683995242,0.254217846375392,0.2376150433008362,0.19312375812953314,0.16014004062429085,0.15490331156994777,0.3150433521942386,0.9672990650312802
RWTT_Train,RWT100,16,1021108,0.39279903010009143,0.02054755368230471,0.45580909369730255,0.0016108181875597871,0.5205751521665143,0.000304785278268882,0.9147224295678379,0.08527757043216208,3.7646791524500838,0.0010294998933720956,0.26563595623577524,0.00048636667642616233,0.2524231040063707,0.0006817403301109044,0.24393877431792954,0.0009217172446094736,0.23757633816309423,0.0011703862145739723,0.22983870967741934,0.0014913087416288057,0.3138593524618723,0.24631831704767196,0.19398369329620424,0.14347839088105466,0.1023602463131969,0.24583863719425153,0.7134192520883148
RWTT_Train,RWT102,16,1019392,0.6188575672056601,0.03370099500012724,0.4841903380237825,0.0008936735407318874,0.5078496434591262,0.00017130239414264725,0.969367289155663,0.03063271084433702,3.926764188849824,0.0009651474057290954,0.25609873336263184,0.00041230748932228754,0.2520789841610327,0.00036749062117538266,0.25227552462429154,0.00044371466182167553,0.25942657511143236,0.0005378448705446548,0.2742047829115394,0.0006393690560767593,0.2663231330575277,0.22403419380555095,0.18482514566004107,0.15307474246757266,0.17174278500930754,0.3248175274768802,1.121953773959081
RWTT_Train,RWT103,64,3569884,0.5383753555588922,0.04446178405276208,0.4938591614853122,0.0004125658245644481,0.5079762365554321,0.00015095203844356364,0.9874844178932504,0.012515582106749626,3.2372827800567188,0.00029899497503692665,0.3016204448099714,0.00013797426206175892,0.26708985372649174,0.00018532681006318974,0.26111916658843004,0.00032440385285765024,0.25655503029495974,0.000636829004850071,0.23803591819786152,0.0015767671371439004,0.551066490465476,0.22256623471048587,0.11337634358080174,0.06477011881137613,0.04822081243186029,0.11299093124323642,0.7444916470245977
RWTT_Train,RWT104,16,1509358,0.4308972227693553,0.01643427433499134,0.4894970238040701,0.00022989352829855259,0.5064179230468034,7.773056960180824e-05,0.9816254949142451,0.018374505085754916,3.7526498021012906,0.0033125069605090592,0.2657374857389698,0.0013633824700202046,0.25358956650951275,0.00100193417401359,0.24476713891046376,0.0008799825659812572,0.2418862467866324,0.0007783474680386756,0.2462636997675191,0.0006750733968959679,0.14367176297540885,0.16565095507354916,0.18728133447930034,0.213235553093534,0.29016039437820756,0.5033959474717415,1.360750541683502
RWTT_Train,RWT105,32,2160269,0.3765800200372728,0.021078827438540837,0.43208480454578535,0.0020654786002888836,0.5754243644584112,0.004356876105291174,0.7664698676615613,0.2335301323384386,3.5173045579045943,0.00034126580306106263,0.2812010911604064,0.00015614349676131516,0.26405748432021336,0.0002503354371660067,0.25830543554832397,0.0004643868913301368,0.25392189988898006,0.0007982044389074332,0.25777017393783863,0.0013407748325353704,0.4454630685164767,0.26519784682026215,0.15428929941917977,0.08317219960603725,0.05187758563804416,0.13504978524408143,0.6237370886398741
RWTT_Train,RWT106,32,2713378,0.19860892956684567,0.014825945157749786,0.4793020831424236,0.0006431879104521199,0.5466260059456582,0.0017475859741619693,0.8611364988456108,0.1388635011543891,3.472279203266187,0.00036910217085135374,0.28415981849930233,0.00016851408856522344,0.2574857366675616,0.00028940211763993107,0.25011333299753186,0.0004200013600648937,0.24666196757627631,0.0005473919923611765,0.24918354016982364,0.0007146854052735557,0.3339659285783982,0.2557912525935892,0.19626277965557948,0.13523495266169613,0.078745086510737,0.21398003917243313,0.5822835366218213
RWTT_Train,RWT107,64,3931097,0.534025791525447,0.002476721927239911,0.43782163713157213,3.849480087864121e-05,0.5499344134929383,2.294914338640819e-05,0.9757919902103886,0.02420800978961131,3.1062174248053407,3.541751495153662e-05,0.310825960285386,1.4878992463445933e-05,0.26877771839785514,3.0722733958370814e-05,0.261570690831141,6.291687017180311e-05,0.25834652635500094,0.00010995660456294444,0.26440769612039833,0.00014961380320459102,0.40646094132655886,0.29872287207758885,0.17092841521033703,0.0834655031646281,0.04042226822088719,0.12388777138551528,0.4842991018835404
RWTT_Train,RWT108,16,1121771,0.4492872058417424,0.009246348683847577,0.46942004215288313,0.00040057359424491845,0.5176473972659724,0.00026903076311590723,0.9324720120619667,0.0675279879380333,3.7398613442494058,0.00014325422685986707,0.267077683413103,6.927768885540075e-05,0.25766355140186914,0.00011493612560620931,0.2515026685320483,0.0002257129096279278,0.2467679629152717,0.00035094968222303607,0.24420788979336255,0.0004988825138809584,0.3960142737503433,0.2785847963427169,0.17917151131841347,0.0912366038960471,0.05499281469247931,0.1462294185885264,0.6027494705429508
RWTT_Train,RWT109,16,1383944,0.4004207731345277,0.022274680517871376,0.5058975723770807,0.0004094946009260969,0.497045514997628,0.00038076627606573044,0.9657375727315819,0.03426242726841814,3.645742891330863,0.0011440823258585088,0.273211921869671,0.000503255346080461,0.2608605961228214,0.0005227571739916925,0.2589573575034978,0.0006315549178591174,0.25738000156604807,0.0007464123846699765,0.26087617888652265,0.0007348296112052222,0.23411093495857316,0.23780111549008373,0.20120842987693702,0.1665463243360203,0.1603331953383859,0.3268795196744062,0.9626942892771446
RWTT_Train,RWT11,32,2653424,0.33668199308204566,0.024197491150326433,0.4468258888049819,0.0006912587175096907,0.5492030373984423,0.00041723625699435773,0.9561963335854207,0.04380366641457937,3.417949788650438,0.0004891455653879813,0.28771655038923294,0.00022275073495983444,0.2636272421715564,0.0003487369432512165,0.255304031560851,0.0006062425767284421,0.24692991845552031,0.0010176646257339314,0.24298549810844894,0.0014120484215151459,0.39142636577503015,0.2821013500382758,0.16805325155371,0.0966714966912007,0.06174753594178337,0.1584190326329841,0.6387356982692066
RWTT_Train,RWT110,16,967452,0.3624838610587189,0.04755296912618809,0.45935519237390793,0.0009335898761612116,0.5357653012039992,0.0007277297658166426,0.9662431443476945,0.033756855652305434,3.7502925209726166,0.0005546163496950711,0.26668713279831974,0.0002600204885965358,0.2583030692965695,0.0004213350864664184,0.2537962907388512,0.0007271159429383418,0.25387253163060186,0.001371110052376751,0.24336283185840707,0.002606669343112024,0.4839487400379959,0.2545574044727017,0.13499481450395345,0.07822418473138128,0.04827485625396778,0.12649904098534906,0.6171346677468319
RWTT_Train,RWT111,32,2453053,0.49751489640404734,0.028598118724892346,0.46774114721695426,0.00044342330989091683,0.5489571026893897,0.0011213588220130855,0.9481222930336483,0.051877706966351786,3.453899283871975,0.0001269570447933576,0.2857109079991341,5.755638997308625e-05,0.2640027166468816,0.00010024463205363756,0.2587796573528617,0.0002043348349708911,0.2551689570193392,0.00039987727445678193,0.2524963169094778,0.0006242933187175954,0.45032851043875793,0.2884479650276251,0.14739514120095182,0.07231058619196405,0.04151779714070111,0.11382838333266516,0.574159321990326
RWTT_Train,RWT112,32,2654101,0.3782457511527961,0.01917001093972573,0.45008624672003494,0.0002790866337242792,0.5631494689575927,0.000543653942698008,0.9588480567190681,0.041151943280931844,3.39734923426049,0.0034989943731945747,0.2881936294059646,0.0013224239756813004,0.25935324456297926,0.000787704574668632,0.24985633487584308,0.0006692086471990143,0.2450873582697817,0.0007060553738386215,0.24514323345406652,0.0007855471543701194,0.18392841032912471,0.1653161643983078,0.15668885307911787,0.1844335498152901,0.30963302237815943,0.49406657219344957,1.678832417899327
RWTT_Train,RWT113,16,1061081,0.49940281050419155,0.019141251499432632,0.4910951549058536,0.0002856580013094745,0.5088073091202192,0.00021626543473851623,0.9744479475595674,0.02555205244043253,3.728115007242614,0.0009746537198881761,0.26808980652749415,0.00043706862973497167,0.25832000421844514,0.000496191862108385,0.25248016548045127,0.0006973128396857898,0.2491780305071956,0.0009704511610275082,0.25502920181700195,0.0012712987818976887,0.32830388678662936,0.25061212410378014,0.1800760913444267,0.1281380264353844,0.11286987132977937,0.24100789776516376,0.8808460257244226
RWTT_Train,RWT114,32,3071892,0.35178287467108715,0.03829286504113781,0.45661172212358586,0.001070134087964747,0.5281753856414099,0.0003684853855499548,0.9637914492476576,0.0362085507523424,3.272850087177544,0.00041557928958898995,0.2974199613788506,0.00018036550405007806,0.26823416611758216,0.00027269032733976827,0.259786999632758,0.0004958472306537757,0.2550969120095498,0.0009473652077052978,0.25435625885105595,0.0016792804851199483,0.4696567157232164,0.2649565906254974,0.13867723939677076,0.07626530807849914,0.05044414617601624,0.12670945425451538,0.661429783042305
