endpoint,rate_id,checkpoint_profile,base_lambda,model_id,num_h5,total_points,total_bits,bpp,y_mse,y_psnr,u_mse,u_psnr,v_mse,v_psnr,yuv_psnr_611
Full,Canonical_Full,32k8k,32768,RWT65,32,1890004,2171776,1.1490853987610608,7.500825692580546e-05,41.24890926742471,2.238357555290888e-05,46.500705380549476,1.549326947445614e-05,48.09856925372789,42.7615912798532
Full,Canonical_Full,32k8k,32768,RWT115,32,2206378,1179976,0.5348022868248323,4.9776443569914115e-05,43.02976136115078,1.743397809808655e-05,47.58603503944372,1.428219724159686e-05,48.45204973477634,44.2770816176406
Full,Canonical_Full,32k8k,32768,RWT144,64,4126571,6443816,1.56154250102567,7.135459230331914e-05,41.46578070933213,4.382394852847558e-05,43.58288495171625,4.19769247013804e-05,43.769893817170086,42.01843287810989
Full,Canonical_Full,32k8k,32768,RWT158,32,2881477,3161352,1.0971290071029545,7.860102886571714e-05,41.04571769128797,2.273603967451415e-05,46.43285181569687,1.3037368238254202e-05,48.84810067726547,42.69440733008627
Full,Canonical_Full,32k8k,32768,RWT166,16,951094,1263320,1.3282809059882619,8.95235977866541e-05,40.48062472642647,0.00010316389694825116,39.86472261036269,8.567720317076964e-05,40.67134718965728,40.427477269822354
Full,Canonical_Full,32k8k,32768,RWT182,32,2854013,1827696,0.6403951208351188,5.390758065611475e-05,42.683501586420824,1.4327872789093816e-05,48.4381828305237,1.4384538621719664e-05,48.421040633707804,44.12002912284456
Full,Canonical_Full,32k8k,32768,RWT226,32,1792507,2704368,1.5087070789681714,6.975972569646868e-05,41.56395235769644,9.199586125722243e-06,50.36231710410766,7.778394103119263e-06,51.09110056499182,43.85464147690976
Full,Canonical_Full,32k8k,32768,RWT285,32,2860405,4250648,1.4860301251046617,8.861905985124484e-05,40.52472861656949,1.7006643651930406e-05,47.69381388167161,9.043747466243419e-06,50.43651573211708,42.6598376641507
Full,Canonical_Full,32k8k,32768,RWT287,32,2104286,4543448,2.1591399648146687,7.496067202751907e-05,41.25166528623281,5.3501411479238074e-05,42.71634760230019,5.245438565522937e-05,42.80218195054029,41.628565158779665
Full,Canonical_Full,32k8k,32768,RWT296,32,2896904,1228344,0.4240195740003811,5.124596434372696e-05,42.903403299260646,1.797046902154852e-05,47.454405878430435,1.0006637760022424e-05,49.99711821377456,44.35899298597111
Full,Canonical_Full,32k8k,32768,RWT323,32,1833437,2832784,1.5450675425444125,7.92269851974734e-05,41.01126869846637,2.7208120699102288e-05,45.65301454478825,2.5779777212743055e-05,45.887208401127324,42.20097939208922
Full,Canonical_Full,32k8k,32768,RWT339,16,1598356,3546464,2.218819837382911,8.208154600301811e-05,40.85754472234005,3.3540300553255976e-05,44.744330500174776,2.2539296506660596e-05,46.470596432164115,42.045024408297394
Full,Canonical_Full,32k8k,32768,RWT380,16,1376586,4756616,3.4553714769727426,8.335189552734082e-05,40.79084519318833,3.381768195034673e-05,44.708561646470685,2.8214105208247077e-05,45.495337185388216,41.868621248873616
Full,Canonical_Full,32k8k,32768,RWT391,16,1175911,3389288,2.8822657497038464,5.502061750370563e-05,42.594745397742706,1.8358910208595723e-05,47.36153102243729,1.2017292134897963e-05,49.201933811982784,44.01649215260954
Full,Canonical_Full,32k8k,32768,RWT405,8,483584,829200,1.7146969295923769,7.206724999999999e-05,41.42262049781985,1.6078475000000004e-05,47.937551452948156,1.45476625e-05,48.37206782960181,43.105667783683636
Full,Canonical_Full,32k8k,32768,RWT438,64,4357239,6243672,1.432942282945691,4.8674505454555064e-05,43.12698452328709,2.6281539403622335e-05,45.80349200188421,2.0709885927597726e-05,46.838222932432586,43.92545275925492
Full,Canonical_Full,32k8k,32768,RWT449,32,3114413,8803792,2.826790152751096,7.336463624936706e-05,41.34513231401634,2.328220254839354e-06,56.32975936850074,1.23957509105215e-06,59.06727159382812,45.43347810580337
Full,Canonical_Full,32k8k,32768,RWT453,32,2002771,1991096,0.9941705766660293,6.158695723794683e-05,42.10511252110635,1.4434688174818788e-05,48.40592593523355,8.665112540249981e-06,50.62225792408556,43.95735737324465
Full,Canonical_Full,32k8k,32768,RWT463,16,1551288,4257984,2.7448056066958553,8.294335887610812e-05,40.81218381416875,4.693446979103817e-05,43.28508083905018,4.95553298785912e-05,43.049096285172084,41.400910001154344
Full,Canonical_Full,32k8k,32768,RWT499,16,1596325,1857864,1.1638381908445963,4.8989363648755736e-05,43.098982018098226,1.3437142445304057e-05,48.71693078915011,8.527017702729707e-06,50.692028353877745,44.75035640645215
Full,Canonical_Full,32k8k,32768,RWT529,8,663415,848808,1.2794525297136785,6.944766938130733e-05,41.58342324322643,2.8609895683245027e-05,45.43483725706574,2.196726858949526e-05,46.58223939904947,42.68970201443422
Full,Canonical_Full,32k8k,32768,RWT535,64,3331913,11434680,3.4318663182382014,8.321188150969132e-05,40.798146580159546,2.80888296491535e-05,45.514663557611605,2.057055955392593e-05,46.86753894601962,42.146385248073564
Full,Canonical_Full,32k8k,32768,RWT541,16,1350922,1463704,1.0834852049193069,8.07043742412219e-05,40.931029255339226,1.7762126055538363e-05,47.5050505213137,1.7358678128270916e-05,47.60483349635072,42.587007443712466
